Group,Sample,SampID,GSample,Drain,Zone,Type,DepthType,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,Microplastics_fragments,Microplastics_fibres,Microplastics_other,microbeads,MP_total,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
ENVT3361.5,AF_sed_1,2021_5_1,5_1,NA,SM,Saltmarsh,Surface,400440,6468317,115.9469346,-31.91667004,NA,NA,NA,5.67,10.18,NA,3000,NA,NA,3000,18988,23.5,49,2946,92.7,7.6,25.8,314,51813,6.7,1397,43.2,13.6,2646,60.3,2.8,10249,35,13,2060,116.2,3437,66,6,34.6,26.3,225.3,177.6
ENVT3361.5,AF_sed_2,2021_5_2,5_2,NA,SM,Saltmarsh,Surface,400472,6468321,115.9472734,-31.91663676,NA,NA,NA,6.33,0.12,NA,2000,NA,NA,2000,6068,25.1,23,2152,11.7,7.3,13.8,149,43494,2,348,6.2,2.9,527,70,1.2,221,5.9,7,547,57.2,919,15.8,2.2,17.8,3.2,144.3,25.8
ENVT3361.5,AF_sed_3,2021_5_3,5_3,NA,SM,Saltmarsh,Surface,400389,6468265,115.9463899,-31.91713463,NA,NA,NA,5.49,5.58,NA,NA,NA,8500,8500,35628,3.2,118,1192,217.8,7.7,54.2,141,37073,13.5,3194,93.4,51.5,3028,45.4,2,7564,78.5,22,602,36.7,1468,103.2,19.9,70,53.4,81.7,403.2
ENVT3361.5,AF_sed_4,2021_5_4,5_4,NA,SM,Saltmarsh,Surface,400447,6468269,115.9470037,-31.91710363,NA,NA,NA,4.43,17.1,NA,NA,NA,NA,NA,29508,4.6,93,779,98,5,56.2,58,39619,7.9,3765,40.6,21.5,4832,50.5,1.1,21611,44.5,16,386,26.8,3687,76.3,16.8,72.1,18.9,21.9,191
ENVT3361.5,AF_sed_5,2021_5_5,5_5,NA,SM,Saltmarsh,Surface,400475,6468289,115.9473019,-31.91692568,NA,NA,NA,5.25,3.12,1500,3000,NA,500,5000,30408,12.8,191,1951,112.1,16,66.9,140,69310,8.2,2713,56.3,19.2,3217,337.9,4.6,6319,44.9,50,402,91.5,1662,58.5,15.3,73.3,24,164.8,221.5
ENVT3361.5,AF_sed_6,2021_5_6,5_6,NA,SM,Saltmarsh,Surface,400517,6468291,115.9477463,-31.91691132,NA,NA,NA,6.73,0.22,500,NA,NA,NA,500,28926,7,104,2998,85.6,13.4,52.2,155,39010,6.1,2799,46.5,15.6,2842,375.4,3.2,1826,35.3,19,648,72.3,1620,111.7,14.7,65.9,17.5,172.7,173.5
ENVT3361.6,AF_sed_7,2021_6_1,6_1,NA,SM,Saltmarsh,Surface,400331,6468227,115.9457726,-31.91747232,NA,NA,NA,6.06,11.34,36,5,87,NA,128,33250,22.1,98,2374,140.2,9.5,53.5,282,56920,8.7,3498,71.9,36.2,3856,55.9,5.7,15158,47.5,20,2412,629.7,2779,165.6,14.8,63.6,36.1,295.9,268.3
ENVT3361.6,AF_sed_8,2021_6_2,6_2,NA,SM,Saltmarsh,Surface,400368,6468205,115.9461616,-31.91767401,NA,NA,NA,6.3,12.21,13,2,9,NA,24,33208,8.3,72,1890,139.2,16.1,66.6,144,50323,8.5,3940,80.9,34,5398,97.6,1.4,16737,50,33,926,54.6,2758,45.9,23.9,80.6,31,133.9,278.6
ENVT3361.6,AF_sed_9,2021_6_3,6_3,NA,SM,Saltmarsh,Surface,400432,6468225,115.9468406,-31.91749922,NA,NA,NA,6.41,13.36,39,3,43,NA,85,29753,5,82,3301,159.8,12.6,56.4,170,32387,10.5,3754,75.6,35.8,4854,113.4,1.7,17533,62.3,28,1061,137.9,2870,133.5,15.4,66.1,40.9,208.7,308.2
ENVT3361.3,AF_sed_13,2021_3_1,3_1,NA,NE,Lake_Sed,Surface,400380,6468248,115.946293,-31.91728719,NA,NA,NA,7.61,3.27,NA,1501.5,NA,NA,1501.5,12406,NA,26,2704,17.7,3.3,21.2,38,12229,1.4,1065,9.6,4.7,1510,2014.2,0.3,4117,7.3,6,81,15.3,380,25.6,6.1,13.7,3,65.2,36
ENVT3361.3,AF_sed_14,2021_3_2,3_2,NA,NE,Lake_Sed,Surface,400395,6468248,115.9464516,-31.9172885,NA,NA,NA,8.36,3.28,NA,2000,NA,NA,2000,14042,6.7,65,12125,21.5,6.6,79,132,38650,2.4,1322,12.8,5.5,4773,3330.7,1.8,4306,10.6,22,258,36.8,458,64.8,5.3,24.1,4.7,133.2,47.3
ENVT3361.3,AF_sed_15,2021_3_3,3_3,NA,NE,Lake_Sed,Surface,400407,6468248,115.9465785,-31.91728956,NA,NA,NA,7.35,2.59,NA,2998.5,NA,NA,2998.5,11527,3.8,22,961,14.6,4.6,30.4,105,28965,1.5,766,8.5,4.3,1010,1447.7,0.7,4066,6.1,14,228,34.7,619,16,4.9,16.5,2.5,109.3,30.7
ENVT3361.3,AF_sed_16,2021_3_4,3_4,NA,NE,Lake_Sed,Surface,400415,6468260,115.9466644,-31.91718201,NA,NA,NA,6.42,7.63,NA,499.75,NA,NA,499.75,32704,NA,97,1748,174.6,9,65.2,62,38327,10.9,3605,81.6,34.3,3838,105.8,1.2,12259,65.2,25,329,31.6,1457,79,23.2,79.3,41,124.5,332.3
ENVT3361.3,AF_sed_17,2021_3_5,3_5,NA,NE,Lake_Sed,Surface,400423,6468272,115.9467502,-31.91707447,NA,NA,NA,5.62,9.04,NA,1500.75,NA,NA,1500.75,32771,4.1,118,1575,216.2,6.8,58.2,36,39643,16.3,3869,78.7,33.8,3647,64.1,1.9,12594,94.1,21,438,28.7,2677,151.6,15.8,77.5,48,50.9,405.3
ENVT3361.4,AF_sed_18,2021_4_1,4_1,NA,NE,Lake_Sed,Surface,400431,6468284,115.946836,-31.91696693,NA,NA,NA,5.67,7.76,NA,3994.01,NA,NA,3994.01,34149,13.9,75,1821,248.3,7.6,47.7,204,57748,13.2,2595,121.7,32.5,3089,53.2,2.5,11047,76.3,19,1848,108.1,2135,63.8,16.5,61.8,60.2,191.2,459.5
ENVT3361.4,AF_sed_19,2021_4_2,4_2,NA,NE,Lake_Sed,Surface,400439,6468296,115.9469219,-31.91685938,NA,NA,NA,5.92,8.23,997.51,11970.07,NA,NA,12967.58,26072,20.1,78,2169,121.9,13.3,38,312,99194,9.6,2608,62.9,28.8,3355,72.2,4.1,13322,43.3,20,2231,120.9,2771,85.5,13.9,59.6,29.6,342.8,237.7
ENVT3361.4,AF_sed_20,2021_4_3,4_3,NA,NE,Lake_Sed,Surface,400447,6468308,115.9470077,-31.91675184,NA,NA,NA,5.85,6.32,1992.03,22908.37,NA,NA,24900.4,34004,6.2,62,2347,155.9,5.7,49,153,31586,10.3,2809,68.4,36.6,3772,39.3,2.9,14064,60.6,18,963,53.9,2463,70.3,12.8,63.8,38.9,113.1,295.2
ENVT3361.4,AF_sed_21,2021_4_4,4_4,NA,NE,Lake_Sed,Surface,400455,6468320,115.9470936,-31.91664429,NA,NA,NA,5.9,4.65,497.76,6968.64,NA,NA,7466.4,30146,13.6,59,3121,165.6,5.8,39.6,271,33438,10.8,2290,73.8,31,3707,37.9,3.9,14486,61.6,19,1935,101.5,3642,80.2,9.2,56.7,41.5,216,311.8
ENVT3361.4,AF_sed_22,2021_4_5,4_5,NA,SE,Lake_Sed,Surface,400190,6468090,115.9442673,-31.91869573,NA,NA,NA,5.86,6.7,1499.25,17991,NA,NA,19490.25,15304,8.9,123,1790,36.9,9.9,27.1,139,44050,3.7,1472,14.5,15.2,2479,59.3,6.8,8975,15.9,8,373,42.4,7988,41.9,10.2,48.3,7.8,341,71
ENVT3361.7,AF_sed_28,2021_7_1,7_1,NA,SM,Saltmarsh,Surface,400518,6468224,115.94775,-31.91751577,NA,NA,NA,5.69,2.82,NA,1501,NA,1501,3002,28382,4.7,75,1581,117.6,10.1,54.7,74,33856,7.6,2771,60.6,16.7,2915,128.2,2,5185,47.5,20,491,36,1372,63.1,15,67.5,26.4,50.1,233.3
ENVT3361.7,AF_sed_29,2021_7_2,7_2,NA,SM,Saltmarsh,Surface,400568,6468216,115.9482779,-31.91759232,NA,NA,NA,4.73,6.89,NA,9985,NA,2996,12981,31320,4.2,94,1361,108.8,5.1,54.7,64,36208,8.3,3843,50.7,22.9,3256,46.9,2.5,11586,48.1,17,485,26.2,3600,115.9,15.6,71.1,23.1,25,215.9
ENVT3361.7,AF_sed_30,2021_7_3,7_3,NA,SM,Saltmarsh,Surface,400267,6468153,115.9450881,-31.91813421,NA,NA,NA,6.16,8.83,NA,NA,NA,8008,8008,19353,26.1,31,3530,43.3,9.6,33.8,416,59732,4.3,1866,21.2,17.3,3862,160.7,3.4,10315,19.1,12,2515,690.1,2239,70,6.9,48.3,10.4,343.3,87.9
ENVT3361.7,AF_sed_31,2021_7_4,7_4,NA,SM,Saltmarsh,Surface,400302,6468190,115.9454621,-31.91780353,NA,NA,NA,6.29,4.78,NA,1997,NA,NA,1997,14765,21.6,34,1796,30.5,5,25.7,405,58647,3.3,1137,15.1,11,2001,78.8,4.2,5254,13.8,7,1557,284,1234,35.4,6.8,40.9,6.6,141.1,62.7
ENVT3361.7,AF_sed_32,2021_7_5,7_5,NA,SM,Saltmarsh,Surface,400371,6468173,115.9461901,-31.91796293,NA,NA,NA,6.1,9.31,NA,498,NA,NA,498,8491,0.6,13,828,43,5,21.8,11,11914,2.3,978,20.3,4.9,1707,76.3,0.9,9470,16.1,7,107,8.9,1117,13.7,10.1,30.9,6.6,12.6,81.7
ENVT3361.8,AF_sed_33,2021_8_1,8_1,NA,SM,Saltmarsh,Surface,400411,6468156,115.9466114,-31.91811978,NA,NA,NA,NA,NA,NA,3500,NA,500,4000,18714,3.2,50,584,60.3,7.3,46,19,26770,4.5,1314,26.6,7.7,1639,62.7,0.6,3479,24.5,12,85,16.1,338,13.1,15,66.8,12.4,13.2,115.9
ENVT3361.8,AF_sed_34,2021_8_2,8_2,NA,SM,Saltmarsh,Surface,400468,6468171,115.9472157,-31.91798947,NA,NA,NA,NA,NA,500,2000,NA,NA,2500,11846,1.9,25,650,50.1,7.7,30.3,15,18393,3.1,1077,21.6,7.1,999,85.4,0.8,3864,18.1,10,117,11.7,610,10.2,11.3,41.7,7.8,17.8,92.9
ENVT3361.8,AF_sed_35,2021_8_3,8_3,NA,SM,Saltmarsh,Surface,400546,6468165,115.94804,-31.91805043,NA,NA,NA,NA,NA,NA,2000,NA,1500,3500,33605,0.9,91,1508,153.3,15.5,65.1,59,37789,10.4,3496,70.8,25.9,3825,212.9,1.3,10544,62.7,25,389,33,1998,76.8,19.4,78.4,33.6,53.5,297.2
ENVT3361.8,AF_sed_36,2021_8_4,8_4,NA,SM,Saltmarsh,Surface,400577,6468196,115.9483711,-31.91777351,NA,NA,NA,NA,NA,500,2500,NA,1500,4500,34097,4.7,108,1536,136.2,8.8,61.3,52,35657,10.1,3167,63.2,24.2,3098,126,2.2,7235,59.5,22,539,35.6,1752,109.2,18.5,78.5,28.6,82.5,269
ENVT3361.9,AF_sed_39,2021_9_1,9_1,NA,SM,Saltmarsh,Surface,400375,6468123,115.9462272,-31.9184143,NA,NA,NA,5.78,5.01,500,3000,NA,NA,3500,21108,5.2,60,1244,81.3,11.9,49.3,47,29102,5.2,2397,41.1,15.7,2789,202.8,1.2,8164,31.9,17,294,21.8,843,29,17.9,62.3,16.3,59.7,159.5
ENVT3361.9,AF_sed_40,2021_9_2,9_2,NA,SM,Saltmarsh,Surface,400433,6468106,115.9468389,-31.91857273,NA,NA,NA,6.54,2.03,500,5500,NA,NA,6000,9425,5.9,17,14827,28.7,4.4,26.5,13,16403,2.2,796,13.7,5.6,1345,55.1,0.3,2640,12.4,6,95,9.3,281,47.5,8.4,38.8,5.3,13,57
ENVT3361.9,AF_sed_41,2021_9_3,9_3,NA,SM,Saltmarsh,Surface,400470,6468135,115.9472332,-31.91831438,NA,NA,NA,5.12,12.45,250,250,NA,750,1250,43250,1.8,107,1194,161.8,12,66.8,41,35880,12,4850,73.1,51,4127,119.6,1.9,15059,67.3,27,377,26.8,3493,178.3,20.8,81.9,39.3,47.3,314.2
ENVT3361.9,AF_sed_42,2021_9_4,9_4,NA,SM,Saltmarsh,Surface,400505,6468110,115.9476008,-31.91854296,NA,NA,NA,4.54,9.23,500,1000,NA,2500,4000,48186,3.6,77,845,103.6,8.8,60.9,28,35598,9,4177,42,49.6,2880,39.3,3.1,13224,48.6,27,250,21.3,2779,102.8,17.5,78.4,17.1,17.3,203.2
ENVT3361.9,AF_sed_43,2021_9_5,9_5,NA,SM,Saltmarsh,Surface,400249,6468097,115.944892,-31.91863777,NA,NA,NA,5,10.04,1500,1500,NA,3000,6000,37198,5.2,94,1200,200.1,7.6,54.1,32,40674,16.8,3725,64.6,35.2,3358,46.8,2.6,16453,95.7,23,399,25.5,3469,121.3,15,78.2,40.1,23.5,377.2
ENVT3361.10,AF_sed_44,2021_10_1,10_1,NA,SM,Saltmarsh,Surface,400298,6468083,115.9454088,-31.91876836,NA,NA,NA,5.71,10.4,250,9500,NA,NA,9750,39826,9.9,61,1957,106.7,10.1,71.7,262,42931,7.2,3239,52.4,31.3,4504,65.8,1.8,13247,42.1,24,1533,230.5,2981,50.9,21,80.7,23.4,258,208.4
ENVT3361.10,AF_sed_45,2021_10_2,10_2,NA,SM,Saltmarsh,Surface,400337,6468095,115.9458225,-31.91866354,NA,NA,NA,5.81,8.61,250,3000,NA,NA,3250,39384,4.7,101,1539,133,10.4,77.5,162,45864,8.7,3737,67.3,32.9,4381,84,0.9,10994,51.9,24,471,60.6,1314,43.4,25.3,89.2,29.5,131.5,260.9
ENVT3361.10,AF_sed_46,2021_10_3,10_3,NA,SM,Saltmarsh,Surface,400337,6468095,115.9458225,-31.91866354,NA,NA,NA,5.72,6.75,500,2500,NA,NA,3000,36034,7.7,82,2115,127.4,18.5,71.5,148,42066,8.3,4452,64.7,36.2,4831,175.9,1.3,12223,49.9,28,662,48.9,1907,53.1,24,83.9,29.2,310.5,250.3
ENVT3361.10,AF_sed_47,2021_10_4,10_4,NA,SM,Saltmarsh,Surface,400360,6468094,115.9460656,-31.91867457,NA,NA,NA,6.08,6.33,500,1000,NA,NA,1500,41347,5.6,92,1340,110.6,14.4,77.3,260,48453,7.4,3973,54.3,33.7,4346,99.6,1.1,9306,43.1,26,828,61.9,1167,49.4,24.6,83.9,23.1,239.2,215.4
ENVT3361.10,AF_sed_48,2021_10_5,10_5,NA,SM,Saltmarsh,Surface,400429,6468064,115.9467923,-31.91895124,NA,NA,NA,5.81,7.7,500,500,NA,NA,1000,30038,9.8,27,2331,142.2,11.8,48.4,88,72469,9.6,2851,70.3,43,3635,64.8,8.4,8624,50.2,16,592,38.3,4623,43,16.3,73.5,38.1,195.4,272.3
ENVT3361.10,AF_sed_49,2021_10_6,10_6,NA,SM,Saltmarsh,Surface,400476,6468072,115.9472902,-31.91888319,NA,NA,NA,6.18,6.55,NA,NA,NA,NA,NA,41776,9.7,96,1601,107.8,10.8,79,239,37959,7.1,3488,53.3,31.1,4586,73.6,1.3,10452,43.5,25,718,253.3,1484,42.5,24.9,87.4,22.3,184.1,211.7
ENVT3361.10,NA,2021_10_7,10_7,NA,SM,Saltmarsh,Surface,400192,6468050,115.9442843,-31.91905672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35134,2.3,77,1408,107.6,16.1,72.7,274,41376,7.3,4425,53.7,33.9,4577,110.5,1.6,8879,42.9,26,664,91.8,1205,39.2,25.4,83.6,22.8,365.5,211.5
ENVT3361.1,AF_sed_50,2021_1_1,1_1,NA,SM,Saltmarsh,Surface,400216,6468016,115.9445347,-31.91936552,NA,NA,NA,5.33,9.43,NA,NA,NA,NA,NA,27243,6.8,72,1914,125.6,12.9,62.3,38,37459,8.1,3294,66.6,21.2,3981,231.1,1.9,11678,48.3,23,430,37.4,1640,46.5,19.7,82.4,30.6,57.6,248.6
ENVT3361.1,AF_sed_51,2021_1_2,1_2,NA,SM,Saltmarsh,Surface,400277,6468012,115.9451794,-31.91940696,NA,NA,NA,5.66,9.7,NA,499.25,NA,NA,499.25,30559,0.9,47,1146,118.7,8.1,58,31,35628,8.3,3085,53.5,29.5,3424,87.6,3.4,12267,47.6,19,346,27,1307,32.8,18.9,81.2,29.2,40.6,228.1
ENVT3361.1,AF_sed_52,2021_1_3,1_3,NA,SM,Saltmarsh,Surface,400310,6468007,115.9455279,-31.91945496,NA,NA,NA,5.94,8,NA,498.26,NA,NA,498.26,30793,3.3,44,1289,116.6,8.7,61.2,33,35626,8.1,3378,49.7,26.5,3261,154.8,2.7,10497,47,17,302,31.5,1088,31.8,20.7,84.7,27.7,45.5,221.4
ENVT3361.1,AF_sed_53,2021_1_4,1_4,NA,SM,Saltmarsh,Surface,400365,6468009,115.9461098,-31.91944175,NA,NA,NA,5.99,8.78,NA,997.01,NA,NA,997.01,21642,3,56,1638,148,8.8,52.4,32,29705,8.4,2885,84.9,24.5,3053,146.9,2.4,10629,52.7,18,324,28,1227,36.1,17.3,73.5,38.2,42.6,294
ENVT3361.1,AF_sed_54,2021_1_5,1_5,NA,SM,Saltmarsh,Surface,400446,6468014,115.9469669,-31.91940375,NA,NA,NA,4.91,8.55,NA,NA,NA,NA,NA,34121,1.3,91,1313,131.8,7.2,59.6,40,37687,9.6,3744,57.1,30,3174,80.9,2.8,10623,56.2,20,353,22,3313,100.6,18.4,80.1,29.3,24.4,254.7
ENVT3361.2,AF_sed_55,2021_2_1,2_1,NA,SM,Saltmarsh,Surface,400149,6467984,115.9438228,-31.91964829,NA,NA,NA,5.54,13.97,2500,7500,NA,NA,10000,28369,2.9,49,1890,94.9,16.9,62.4,80,36581,6.3,3196,46.7,22,4496,556.2,1.3,15454,38.2,22,477,47.7,1693,41.5,20.7,79.1,19.8,112,186.1
ENVT3361.2,AF_sed_56,2021_2_2,2_2,NA,SM,Saltmarsh,Surface,400271,6467978,115.9451124,-31.91971313,NA,NA,NA,4.97,11.71,7000,6000,NA,NA,13000,29631,1.6,37,632,95.3,7.3,56.3,30,42846,7.8,2975,37,34.4,3094,136.7,6.3,13550,42.3,14,313,24.7,1434,20.8,20,92.2,22.2,17.6,182.4
ENVT3361.2,AF_sed_57,2021_2_3,2_3,NA,SM,Saltmarsh,Surface,400329,6467985,115.9457266,-31.91965508,NA,NA,NA,4.66,15.51,2500,3000,NA,NA,5500,30010,NA,27,662,78,6.1,54.4,28,34346,6.6,2835,28.7,29.1,3564,78.3,3.4,14930,36.6,14,258,24.8,1550,20.4,17.6,83.2,16.6,21.7,149.9
ENVT3361.2,AF_sed_58,2021_2_4,2_4,NA,SM,Saltmarsh,Surface,400383,6467960,115.9462951,-31.91988533,NA,NA,NA,5.06,12.27,NA,1500,NA,NA,1500,29401,NA,43,823,137.3,9.2,58.5,30,37686,9.1,2946,62.9,29.8,3738,171.9,2.6,13807,52.4,17,294,29,1469,27.6,18.7,82.4,36.3,27.3,261.7
ENVT3361.2,AF_sed_59,2021_2_5,2_5,NA,SM,Saltmarsh,Surface,400427,6467985,115.946763,-31.91966367,NA,NA,NA,4.35,12.43,2000,4000,NA,NA,6000,34617,2.8,75,829,98.2,9.4,56.9,25,40687,8.4,3144,39.9,39.1,3179,57.9,2.8,14381,44.9,28,289,22,2667,67.5,18,84.8,20.9,21.4,191.4
ENVT4461.1,AF_sed_23,2021_11_1,11_1,NA,SE,Lake_Sed,Surface,400197.2,6468078,115.9443422,-31.91880461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41249,7.3,66,2101,94.4,17.1,71.4,654,34296,6.1,5265,45.8,48.5,5080,74.3,3.6,13831,37.5,31,1030,72.9,3653,78.3,22.5,79.1,19.7,322.8,183.8
ENVT4461.1,AF_sed_24,2021_11_2,11_2,NA,SE,Lake_Sed,Surface,400204.4,6468066,115.9444171,-31.91891348,NA,NA,NA,5.06,8.18,NA,NA,NA,NA,NA,35309,4.7,58,1679,99.3,14.6,73.4,221,46610,6.6,4816,47.9,36.5,4853,83.5,1.5,10754,40.3,26,633,71.2,1620,43.8,25.9,84.5,20.8,335.1,194.1
ENVT4461.1,AF_sed_25,2021_11_3,11_3,NA,SE,Lake_Sed,Surface,400211.6,6468055,115.9444921,-31.91901334,NA,NA,NA,6.22,5.95,NA,NA,NA,NA,NA,39576,NA,101,1855,128.8,14,81.5,141,46293,8.6,4445,65,38.1,4891,140.2,1.2,8961,51.4,29,546,69.1,910,51.8,26.9,93.8,28.6,283.4,253.8
ENVT4461.1,AF_sed_26,2021_11_4,11_4,NA,SE,Lake_Sed,Surface,400218.8,6468043,115.9445671,-31.91912222,NA,NA,NA,5.97,8.15,4500,6500,NA,250,11250,39665,2.8,75,2052,106.3,15.1,80.8,185,41907,6.9,4975,53.1,37.8,5046,111.7,0.8,11841,42.8,28,569,89,2037,47.4,25.6,87.6,21.8,261.6,209.1
ENVT4461.1,AF_sed_27,2021_11_5,11_5,NA,SE,Lake_Sed,Surface,400226,6468031,115.944642,-31.91923109,NA,NA,NA,5.86,12.1,1000,8000,250,250,9500,34303,4.6,65,2261,93.4,11.5,69.5,201,35224,6.1,4253,45,32.3,4984,96.8,1.2,14879,37.7,24,753,48.8,2923,47.5,23.7,83.6,19.6,153.7,182.2
ENVT4461.1,AF_sed_60,2021_11_6,11_6,NA,WD,Drain_Sed,Surface,400041,6468267,115.9427098,-31.91708601,NA,NA,NA,5.2,280,1000,12750,NA,NA,13750,888,NA,6,470,2.3,12.2,1.8,NA,1562,NA,73,1.5,0.5,106,6.9,0.1,61,1,2,26,4.5,1358,2.3,NA,2.3,0.5,825.2,4.8
ENVT4461.2,AF_sed_61,2021_12_1,12_1,NA,WD,Drain_Sed,Surface,400050,6468255,115.9428037,-31.91719505,NA,NA,NA,4.74,0.14,1000,4000,NA,NA,5000,2855,0.4,14,843,4.1,11.9,4.1,2,4297,0.2,215,2.5,1.4,280,19.7,0.2,122,1.9,3,57,15.5,1782,3.3,1.1,5.9,1.2,891.5,8.7
ENVT4461.2,AF_sed_62,2021_12_2,12_2,NA,WD,Drain_Sed,Surface,400056,6468247,115.9428663,-31.91726774,NA,NA,NA,7.3,0.25,1000,1500,NA,NA,2500,10635,4,16,11933,17.6,56.3,11,12,23630,1.4,493,14.3,1.4,827,263.9,0.6,432,7.2,7,361,13.5,1471,29.4,2.7,19,4.5,2807,40.5
ENVT4461.2,AF_sed_63,2021_12_3,12_3,NA,WD,Drain_Sed,Surface,400055,6468230,115.942854,-31.917421,NA,NA,NA,7.35,0.47,6000,1000,NA,NA,7000,12920,5.5,34,21592,25.4,56.1,14.5,24,28221,1.9,405,20.9,2,1276,107.5,0.7,571,9.6,13,682,26.7,3591,60.6,2.1,16.9,6.5,7556.4,57.8
ENVT4461.2,AF_sed_64,2021_12_4,12_4,NA,WD,Drain_Sed,Surface,400050,6468217,115.9427998,-31.91753783,NA,NA,NA,6.42,0.77,2500,8500,NA,NA,11000,25844,9,41,8281,47.9,63.2,20.2,33,58538,3.5,579,36.9,2.8,1633,181.7,1.8,1032,15.6,17,1052,39.5,4113,48.4,3.1,28.4,10.2,7035,103.9
ENVT4461.2,AF_sed_65,2021_12_5,12_5,NA,WD,Drain_Sed,Surface,400055,6468199,115.9428508,-31.91770063,NA,NA,NA,6.02,0.96,NA,1500,NA,NA,1500,38846,5.2,37,7865,67.5,53.5,19.7,28,87955,5.1,488,52.3,3.1,1499,168.3,3,1102,20.8,15,1074,37.2,3826,46.4,3.2,34.1,13.7,4786.3,145.7
ENVT4461.3,AF_sed_67,2021_13_1,13_1,NA,KMD,Drain_Sed,Surface,399985,6468034,115.9420935,-31.91918283,NA,NA,NA,6.07,18.19,NA,NA,NA,NA,NA,10390,0.9,19,3841,28.3,2.5,20.4,37,9803,1.9,1889,14.2,11.9,5316,16.1,1.2,22257,12,8,675,23.1,4634,67.8,3.2,24.4,6.4,233.5,56.4
ENVT4461.3,AF_sed_68,2021_13_2,13_2,NA,KMD,Drain_Sed,Surface,399981,6468029,115.9420507,-31.91922758,NA,NA,NA,5.92,21.08,NA,NA,NA,NA,NA,30353,4.4,58,3414,75.4,6.8,58.1,63,23624,4.6,3669,37.3,30,6385,40,2.4,22081,30.7,18,545,50.9,10473,88.9,13.8,65.4,15.7,236.9,148
ENVT4461.3,AF_sed_69,2021_13_3,13_3,NA,KMD,Drain_Sed,Surface,399977,6468009,115.9420063,-31.91940764,NA,NA,NA,3.16,32.9,NA,NA,NA,NA,NA,19705,7.8,45,3594,63.9,17.5,42.2,79,69281,5.9,3296,31.6,23.1,7116,78.4,6.4,37420,28.4,18,466,32.9,64085,84.6,10.7,73.9,16.1,873.4,129.8
ENVT4461.3,AF_sed_70,2021_13_4,13_4,NA,KMD,Drain_Sed,Surface,399977,6468030,115.9450857,-31.91922,NA,NA,NA,4.82,31.3,NA,NA,NA,NA,NA,28640,4.2,39,2842,68.3,6.8,56.8,59,27317,4.6,3759,31.4,29.1,6439,38.4,2.7,26085,28.8,17,410,31.1,11980,64.4,16.6,66.5,14.5,291.6,133.1
